channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,dislike_count,comment_count,duration_seconds
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,b0Ezn5pZE7o,https://www.youtube.com/watch?v=b0Ezn5pZE7o,So Win. | Nike,"There’s one guarantee in sport. You’ll be told you can’t do it. So do it anyway.

You can’t win. So Win.

🎤 @IamdoechiiTV",2025-02-10T00:58:09Z,"nike commercial,nike,Super Bowl,You Can't Win so Win,So Win,Female Athletes,Super Bowl Commercial,Caitlin Clark,A'ja Wilson,Paige Bueckers,Sabrina Ionescu,Juju Watkins,Sophia Smith,Aryna Sabalenka,Sha'Carri Richardson",3258900,19835.0,,997,61
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,xMrUkDYvbDc,https://www.youtube.com/watch?v=xMrUkDYvbDc,I Told You So | Nike,"The best athletes are open books.
They’ll tell you exactly what they’re about to do.
Because they know.
There’s nothing you can do about it.
#WinningIsntForEveryone

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2024-12-20T18:00:57Z,"nike commercial,nike",2506793,4247.0,,86,31
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,pwLergHG81c,https://www.youtube.com/watch?v=pwLergHG81c,WINNING ISN’T FOR EVERYONE | AM I A BAD PERSON? | NIKE,"You can’t win them all, but you should sure as hell try. Bring on the odds, play like you mean it. Because if you don’t want to win, congrats. You’ve already lost. 

Featuring: Kobe Bryant, LeBron James, Giannis Antetokounmpo, Kylian Mbappé, Serena Williams, Sha’Carri Richardson, Sophia Smith, Bebe Vio, Qinwen Zheng, Jakob Ingebrigtsen, Cristiano Ronaldo, A’ja Wilson, Ixhelt Gonzales, Victor Wembanyama, Vinicius Junior, Sabrina Ionescu, Eliud Kipchoge, Alexia Putellas

Explore more about what it takes to win from the best athletes in the world: https://www.nike.com/winning-isnt-for-everyone/us/en/anthem/?cp=45850366619_osoc_ 

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.",2024-07-19T14:04:09Z,"nike commercial,nike",3418994,50724.0,,3425,91
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,C_BZQkU5Cds,https://www.youtube.com/watch?v=C_BZQkU5Cds,WHAT IF YOU CAN? | Nike,"Imagine being a team player who has never met her team, a striker who has never touched a ball, a gymnast who has never taken a leap. Potential is a terrible thing to waste. So, what if you can? There's only one way to find out. Just Do It.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2024-05-10T16:00:12Z,"nike,Kids Sport,Middle East,Football,Soccer,Gymnastics,Running,Swim,Dance,Basketball",37659244,194286.0,,715,96
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,xRNMH3JE_eY,https://www.youtube.com/watch?v=xRNMH3JE_eY,"You Got This: Athletes, Creators and Girls Talk About Growing Up & Sports | Nike","We asked girls and all-star athletes like Jordan Chiles, Rayssa Leal, and Bebe Vio how they tackled obstacles that made them want to quit sport. Listen in as they share stories, inspire one another, and tell each other, “You Got This.”

Save to catch new episodes as they drop all week: https://www.youtube.com/playlist?list=PLNqKTn4CuEXeukU5jYDNgCFztKYJ2FmkR
Subscribe to our channel! https://www.youtube.com/nike
Show us #YouGotThis: https://www.tiktok.com/t/ZT8radJW1/ 

Full Cast:
Jordan Chiles
Rayssa Leal
Leticia Bufoni
B-Girl Jilou
B-Girl Melina
Bebe Vio
Lotte Wubben-Moy
Isabelle Kyson
Flyana Boss
Brooklinn Khoury
Estefania Elisa
Monica Mamudo
Ludovica Olgiati
Lia Lewis

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2023-10-11T15:02:10Z,"nike commercial,nike,Flyanna Boss,You Got This",4735749,2495.0,,0,91
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,jHlGiSYxJC0,https://www.youtube.com/watch?v=jHlGiSYxJC0,Lose Count | Stronger Than One | Nike,"Young girls should grow up in a world where playing football is as normal for them as it is for their brothers. The women of today are bearing the weight of being the first women in the room, so that the women of tomorrow don’t have to be.

- Nike is committing $5M (100K product grant per state) to making flag football a varsity sport in all 50 states. 
- Nike in launching our new innovation, a women’s flag uniform that has been 2 years in the making.
- Nike is creating an 11-online experience made specifically for her, featuring the top women’s coaches in the game.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2021-02-02T15:00:28Z,"nike commercial,nike,NFL,Tampa Bay Buccaneers,Los Angeles Rams,Denver Broncos,Washington Football TeamUS Nike Football",3730318,4628.0,,720,62
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,q-rhOvhcPE0,https://www.youtube.com/watch?v=q-rhOvhcPE0,Victory Swim | Nike,"When we're in the water, the only thing we can't do is stop. #YouCantStopUs #VictorySwim

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2020-10-30T20:23:12Z,"nike commercial,nike,youcantstopus,victoryswim,nike swim,nike modest swimwear,nike women",2667175,2968.0,,104,93
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,m_LfH48sTmY,https://www.youtube.com/watch?v=m_LfH48sTmY,Nike 2020 Forum Highlights | Nike,"On February 5, 2020 Nike unveiled its latest performance and sustainable innovations. The show highlighted athletes and products that will take center stage in the summer of 2020.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2020-02-06T03:00:15Z,"Nike,innovation,sustainability,sustainable fashion,nike sustainability",83726760,2580.0,,126,36
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,NP7oNGpH-LQ,https://www.youtube.com/watch?v=NP7oNGpH-LQ,Metcon 5: Barcelona | Nike,"Nike Training and La Huella Workout Club have partnered to reinterpret the Phoenix concept that inspired the new Metcon 5. 

Directors: Roger Varela and Guillem Castellvi.
La Huella Workout Club: Michele Solimeo and Joan Martinez Ros.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2019-08-26T14:00:07Z,"Nike,Just Do It,Nike Training,nike shoes,Metcon 5",3629002,2920.0,,47,62
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,K2DGJ2uJjGY,https://www.youtube.com/watch?v=K2DGJ2uJjGY,Lamine Yamal and Pedri connection test 👀🤝 #adidas #footballl #lamineyamal #pedri,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2025-04-07T09:02:53Z,adidas,3376614,58768.0,,82,17
